url,type,conflicting_url,is_valid_url,domain,tld,domain_owner,e_count,rank
pipl.com/directory/name/Pallas/Tony,benign,0,1,pipl.com,com,WHOIS Lookup Failed,0,1
newyorker.com/archive/1982/04/12/1982_04_12_039_TNY_CARDS_000335949,benign,0,1,newyorker.com,com,WHOIS Lookup Failed,2,1
youtube.com/watch?v=eMY1FT3Pqh8,benign,0,1,youtube.com,com,WHOIS Lookup Failed,1,1
law.cornell.edu/wex/Joint_venture,benign,0,1,law.cornell.edu,edu,WHOIS Lookup Failed,2,1
pitchfork.com/reviews/albums/13979-broken-bells/,benign,0,1,pitchfork.com,com,WHOIS Lookup Failed,0,1
http://skyrock.com/videos/eDJwODRhNzoxMw==-bug-1187-moi-ma-famille.html?top=3&period=recent,benign,0,1,skyrock.com,com,WHOIS Lookup Failed,0,1
hollywood.com/movie/Biutiful/6870447,benign,0,1,hollywood.com,com,Unknown Owner,0,1
facebook.com/pages/The-Paul-Lynde-Halloween-Special-1976/280289980245,benign,0,1,facebook.com,com,WHOIS Lookup Failed,1,1
hot-people.info/Crossett_AR_Dorothy-Moore_Eric--Newton_1051.html,benign,0,1,hot-people.info,info,REDACTED FOR PRIVACY,2,1
onlineradio7.com/listen/CFLO_1047,benign,0,1,onlineradio7.com,com,WHOIS Lookup Failed,1,1
http://9779.info/%E5%8F%A4%E4%BB%A3%E4%BA%8C%E5%8D%81%E5%9B%9B%E5%AD%9D%E5%B8%83%E8%B4%B4%E7%94%BB/,malware,0,1,9779.info,info,WHOIS Lookup Failed,0,4
http://www.jnpiraq.net/arabic/index.php?option=com_content&view=article&id=610&catid=5&Itemid=10,defacement,0,1,www.jnpiraq.net,net,WHOIS Lookup Failed,1,3
artistswithaids.org/artforms/music/catalogue/rileyl.html,benign,0,1,artistswithaids.org,org,REDACTED FOR PRIVACY,0,1
http://www.versverwerktegroenten.nl/bruine-bonen.html,defacement,0,1,www.versverwerktegroenten.nl,nl,Unknown Owner,6,3
mylife.com/dominicbouchard,benign,0,1,mylife.com,com,Unknown Owner,1,1
mmagearguide.com/ufc-117-t-shirts-silva-vs-sonnen/,benign,0,1,mmagearguide.com,com,Unknown Owner,2,1
worldtraveltours.org/4-alternative-places-you-can-choose-at-montreal-travel/.html,benign,0,1,worldtraveltours.org,org,WHOIS Lookup Failed,1,1
iptv.org/,benign,0,1,iptv.org,org,Iowa Public Television,0,1
elliscountydivorcelawyer.com/ellis-county-post-divorce-modification.htm,benign,0,1,elliscountydivorcelawyer.com,com,WHOIS Lookup Failed,3,1
http://grantland.com/the-triangle/2015-mlb-over-under-bets-chicago-cubs-houston-astros-oakland-as-tampa-bay-rays/,benign,0,1,grantland.com,com,WHOIS Lookup Failed,0,1
fanpix.net/gallery/doug-savant-pictures.htm,benign,0,1,fanpix.net,net,WHOIS Lookup Failed,1,1
chacha.com/question/what-time-does-metro-center-mall-close,benign,0,1,chacha.com,com,WHOIS Lookup Failed,0,1
marcospecialties.com/storeitems.asp?game=Chicago%20Coin&Chicago%20Coin=RED%20BARON%20(Blue%20Max),benign,0,1,marcospecialties.com,com,WHOIS Lookup Failed,2,1
hdlns.com/g508zf1457/Kansas+City+Star+Obituaries+Obituaries+from+Kansas+City+Star+Kansas+City%2C+MO,benign,0,1,hdlns.com,com,WHOIS Lookup Failed,0,1
familytreemaker.genealogy.com/users/v/e/r/James-R-Verrier/GENE7-0008.html,benign,0,1,familytreemaker.genealogy.com,com,WHOIS Lookup Failed,5,1
therainmakersmessageboard.yuku.com/,benign,0,1,therainmakersmessageboard.yuku.com,com,DATA REDACTED,4,1
tumblr.com/tagged/sebastien+lefebvre,benign,0,1,tumblr.com,com,Unknown Owner,0,1
ussoccer.com/News/Soccer-Wire/2002/10/U-S-Soccer-Wire-Galaxy-Claims-2002-MLS-Cup-With-1-0-Double-OT-Win-Over-Revs-Will-Go-For-Rare-Double.aspx,benign,0,1,ussoccer.com,com,Unknown Owner,1,1
filmannex.com/movie/1984-olympics-fencing-men-saber/21938,benign,0,1,filmannex.com,com,WHOIS Lookup Failed,1,1
allaboutjazz.com/php/musician.php?id=3751,benign,0,1,allaboutjazz.com,com,WHOIS Lookup Failed,0,1
info-pages.000webhostapp.com,phishing,0,1,info-pages.000webhostapp.com,com,WHOIS Lookup Failed,2,2
skiracing.com/?q=node/514,benign,0,1,skiracing.com,com,WHOIS Lookup Failed,0,1
myptccash.com,phishing,0,1,myptccash.com,com,WHOIS Lookup Failed,0,2
ertx.com/movie/2008/mad-about-mambo,benign,0,1,ertx.com,com,WHOIS Lookup Failed,1,1
classicbikepictures.co.uk/c319/p2499/for_sale/yamaha%C2%A0yfu1wyfu1-t_for_sale.html,benign,0,1,classicbikepictures.co.uk,co.uk,WHOIS Lookup Failed,2,1
http://thenextweb.com/dd/2011/05/09/squarespace-to-begin-version-6-beta-testing/gtm.js/gtm.js,benign,0,1,thenextweb.com,com,WHOIS Lookup Failed,3,1
http://ecoledecoiffurecarolinelaprise.com/formations/pose-ongles/108.html,defacement,0,1,ecoledecoiffurecarolinelaprise.com,com,WHOIS Lookup Failed,6,3
mtlasm.blogspot.com/,benign,0,1,mtlasm.blogspot.com,com,WHOIS Lookup Failed,0,1
http://chinacxyy.com/piccodejs-000.asp?lm2=191&x=3&y=2&w=90&h=63&open=1&n=10&tj=0,malware,0,1,chinacxyy.com,com,WHOIS Lookup Failed,0,4
medicinenet.com/heel_spurs/city.htm,benign,0,1,medicinenet.com,com,WHOIS Lookup Failed,3,1
music.yahoo.com/nothingface/,benign,0,1,music.yahoo.com,com,WHOIS Lookup Failed,0,1
http://9779.info/%E6%8A%98%E7%BA%B8%E6%89%87%E5%AD%90%E6%8B%BC%E8%B4%B4%E7%94%BB/,malware,0,1,9779.info,info,WHOIS Lookup Failed,0,4
espn.go.com/college-football/team/_/id/2306/kansas-state-wildcats,benign,0,1,espn.go.com,com,"Disney Enterprises, Inc.",1,1
bleacherreport.com/articles/811265-mlb-power-rankings-comparing-every-mlb-team-to-a-classic-80s-rock-band,benign,0,1,bleacherreport.com,com,"The Bleacher Report, Inc.",3,1
citiprepaid-salarysea-at.tk,phishing,0,1,citiprepaid-salarysea-at.tk,tk,WHOIS Lookup Failed,2,2
famoushookups.com/site/relationship_detail.php?name=Martin-Brodeur&celebid=12150&relid=11371,benign,0,1,famoushookups.com,com,WHOIS Lookup Failed,0,1
genealogybuff.com/ar/clark/webbbs_config.pl/noframes/read/10,benign,0,1,genealogybuff.com,com,WHOIS Lookup Failed,2,1
microlabsltd.com/,benign,0,1,microlabsltd.com,com,WHOIS Lookup Failed,0,1
tripadvisor.com/ShowUserReviews-g57417-d1013388-r21219909-Mulligan_s-Stratton_Mountain_Vermont.html,benign,0,1,tripadvisor.com,com,WHOIS Lookup Failed,0,1
http://www.smc-images.co.uk/images/index_hvoda_2311_10.html,phishing,0,1,www.smc-images.co.uk,co.uk,WHOIS Lookup Failed,1,2
flickr.com/people/sleepingelf/,benign,0,1,flickr.com,com,WHOIS Lookup Failed,0,1
http://www.nabu-gaildorf.de/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=01&Itemid=33,defacement,0,1,www.nabu-gaildorf.de,de,Unknown Owner,1,3
subscene.com/Taking-Woodstock/subtitles-80048.aspx,benign,0,1,subscene.com,com,Privacy service provided by Withheld for Privacy ehf,2,1
http://kccs.nichost.ru/index.php?option=com_content&view=article&id=107:-24052012-213&catid=17:news&Itemid=35,defacement,0,1,kccs.nichost.ru,ru,JSC 'RU-CENTER',0,3
http://www.nubiafarias.com/v1/index.php?option=com_mailto&tmpl=component&link=b9f337d1ca40d09a113ab5ae6426a96e642fb2af,defacement,0,1,www.nubiafarias.com,com,WHOIS Lookup Failed,0,3
http://thenextweb.com/insider/2014/10/29/unbabel-integrates-mailchimp-offer-translation-service-promotional-emails/gtm.js/gtm.start,benign,0,1,thenextweb.com,com,WHOIS Lookup Failed,3,1
tabs.ultimate-guitar.com/a/audioslave/audioslave_album_btab.htm,benign,0,1,tabs.ultimate-guitar.com,com,Unknown Owner,1,1
sunjournal.com/section/news/5974,benign,0,1,sunjournal.com,com,Unknown Owner,0,1
http://www.elektro-vozila.si/motocikli/novice/volta-bcn-city-je-elektricni-mestni-supermoto-iz-spanije,defacement,0,1,www.elektro-vozila.si,si,Unknown Owner,2,3
ethicalsuperstore.com/products/green-and-blacks/organic-hot-chocolate-drink/?_$ja=tsid:6494%7Ccc:%7Cprd:12744%7Ccat:Groceries+%26+Everyday+%3E+Drinks+%3E+Chocolate,benign,0,1,ethicalsuperstore.com,com,WHOIS Lookup Failed,3,1
lilliputreview.blogspot.com/2011/04/r-h-blyth-on-waka-and-haiku.html,benign,0,1,lilliputreview.blogspot.com,com,WHOIS Lookup Failed,2,1
http://www.musimagen.com/lista_socios.php?pagina=15&letra=,defacement,0,1,www.musimagen.com,com,WHOIS Lookup Failed,1,3
basketball.wikia.com/wiki/Golden_State_Warriors,benign,0,1,basketball.wikia.com,com,WHOIS Lookup Failed,1,1
ech.cwru.edu/ech-cgi/article.pl?id=PGS,benign,0,1,ech.cwru.edu,edu,WHOIS Lookup Failed,2,1
filmaffinity.com/es/search.php?stype=cast&stext=Elliott+Gould,benign,0,1,filmaffinity.com,com,WHOIS Lookup Failed,0,1
chicopeemasoniclodge.org/westover.htm,benign,0,1,chicopeemasoniclodge.org,org,WHOIS Lookup Failed,3,1
filmcritic.com/features/2008/10/american-science-fiction-movies/,benign,0,1,filmcritic.com,com,Unknown Owner,0,1
geographic.org/geographic_names/v/ve_014.html,benign,0,1,geographic.org,org,REDACTED FOR PRIVACY,1,1
paperbackswap.com/Sadie-Rose-Adventure-Hilda-Stahl/book/0891076352/,benign,0,1,paperbackswap.com,com,REDACTED FOR PRIVACY,1,1
baseball-almanac.com/players/player.php?p=hengeda01,benign,0,1,baseball-almanac.com,com,Unknown Owner,1,1
biographi.ca/EN/ShowBio.asp?BioId=41243,benign,0,1,biographi.ca,ca,Unknown Owner,0,1
deborahfrances-white.com/stand-up.html,benign,0,1,deborahfrances-white.com,com,WHOIS Lookup Failed,3,1
spcmoray.com/,benign,0,1,spcmoray.com,com,WHOIS Lookup Failed,0,1
http://sexshop-bg.biz/products?page=shop.browse&category_id=276,defacement,0,1,sexshop-bg.biz,biz,WHOIS Lookup Failed,1,3
edu.gov.on.ca/eng/sift/indexSec.asp,benign,0,1,edu.gov.on.ca,on.ca,Unknown Owner,1,1
benoitglazer.com/,benign,0,1,benoitglazer.com,com,Unknown Owner,2,1
judgepedia.org/index.php/Alan_Gold,benign,0,1,judgepedia.org,org,"Domains By Proxy, LLC",2,1
http://mueblesjulianjimenez.es/index.php?page=shop.browse&category_id=14&option=com_virtuemart&Itemid=9,defacement,0,1,mueblesjulianjimenez.es,es,WHOIS Lookup Failed,5,3
sbnation.com/ncaa-football/players/36729/brandon-smith,benign,0,1,sbnation.com,com,WHOIS Lookup Failed,0,1
isearch.com/searching.php?qloc=&showForm=name&qname=Robin+Kelly&refer=3338,benign,0,1,isearch.com,com,WHOIS Lookup Failed,1,1
http://fischereiverein.org/bildergalerie/category/45-faenge-oktober-2010,defacement,0,1,fischereiverein.org,org,WHOIS Lookup Failed,4,3
ratemyteachers.com/amelia-high-school/15131-s,benign,0,1,ratemyteachers.com,com,WHOIS Lookup Failed,3,1
http://www.expatsalon.ru/index.php/2009-03-04-07-22-09/category/7-.html?start=20,defacement,0,1,www.expatsalon.ru,ru,"OOO ""ExPat""",1,3
http://apoiojur.com.br/index.php?%2FTable%2FAdministrativo%2F,defacement,0,1,apoiojur.com.br,com.br,WHOIS Lookup Failed,0,3
http://www.steffen-lemme.de/contact/berliner-buero/besuch-in-berlin,defacement,0,1,www.steffen-lemme.de,de,Unknown Owner,5,3
http://djsipke.nl/foto-album/1-cafedeknyp/detail/74-104.html?tmpl=component,defacement,0,1,djsipke.nl,nl,Unknown Owner,1,3
carfloormatsforsale.com/door-sill/,benign,0,1,carfloormatsforsale.com,com,WHOIS Lookup Failed,1,1
http://www.harley-davidson-dijon.com/component/adsmanager/1-/737-,defacement,0,1,www.harley-davidson-dijon.com,com,ACCESS DREAM,1,3
facebook.com/pages/Liberman-Broadcasting/106123536086051?sk=info,benign,0,1,facebook.com,com,WHOIS Lookup Failed,1,1
thefreelibrary.com/No+Catholic+schools+in+Quebec.-a030534573,benign,0,1,thefreelibrary.com,com,DATA REDACTED,3,1
cngzhz.en.ec21.com/,benign,0,1,cngzhz.en.ec21.com,com,Unknown Owner,2,1
atlasshrugs2000.typepad.com/atlas_shrugs/2007/08/your-black-musl.html,benign,0,1,atlasshrugs2000.typepad.com,com,"Newfold Digital, Inc.",1,1
rotoworld.com/player/nhl/1413/player?r=1,benign,0,1,rotoworld.com,com,"NBCUniversal Media, LLC",0,1
facebook.com/topic.php?uid=34012632110&topic=5794,benign,0,1,facebook.com,com,WHOIS Lookup Failed,1,1
tomdegan.blogspot.com/,benign,0,1,tomdegan.blogspot.com,com,WHOIS Lookup Failed,1,1
http://www.smartphone.net.br/index.php?option=com_content&view=article&id=66&Itemid=60&lang=pt,defacement,0,1,www.smartphone.net.br,net.br,Unknown Owner,2,3
http://www.annamodlo.com.ua/index.html,defacement,0,1,www.annamodlo.com.ua,com.ua,Unknown Owner,0,3
http://codecanyon.net/item/hide-my-joomla-hide-your-source-links/full_screen_preview/8988449,benign,0,1,codecanyon.net,net,Unknown Owner,2,1
cswisdom.com/,benign,0,1,cswisdom.com,com,Unknown Owner,0,1
http://www.aquamarinadivingtenerife.com/en/sites-of-interest.html,defacement,0,1,www.aquamarinadivingtenerife.com,com,REDACTED FOR PRIVACY,3,3
http://www.lafavoritacb.com/index.php?option=com_content&view=article&id=107:horarioinvierno&catid=43:articulos&Itemid=77,defacement,0,1,www.lafavoritacb.com,com,WHOIS Lookup Failed,0,3
ibabuzz.com/outtakes/category/night-owl/crown-city-rockers/,benign,0,1,ibabuzz.com,com,WHOIS Lookup Failed,0,1
youtube.com/watch?v=ueziUAQR9LU,benign,0,1,youtube.com,com,WHOIS Lookup Failed,1,1
en.wikipedia.org/wiki/Simonne_Monet-Chartrand,benign,0,1,en.wikipedia.org,org,WHOIS Lookup Failed,2,1
http://www.sidecocarrelli.it/x.txt,defacement,0,1,www.sidecocarrelli.it,it,Unknown Owner,2,3
http://www.metalsul.ind.br/site/index.php?option=com_morfeoshow&Itemid=,defacement,0,1,www.metalsul.ind.br,ind.br,WHOIS Lookup Failed,1,3
martindale.com/Brett-Donald-McIntosh/834737-lawyer.htm,benign,0,1,martindale.com,com,WHOIS Lookup Failed,1,1
frillr.com/?q=taxonomy/term/1733,benign,0,1,frillr.com,com,WHOIS Lookup Failed,0,1
bankingblog.celent.com/?p=2493,benign,0,1,bankingblog.celent.com,com,WHOIS Lookup Failed,2,1
en.wikipedia.org/wiki/Category:American_religious_leaders,benign,0,1,en.wikipedia.org,org,WHOIS Lookup Failed,2,1
narrativemagazine.com/authors/saul-bellow,benign,0,1,narrativemagazine.com,com,PrivacyGuardian.org llc,2,1
benmeadowcroft.com/reports/corbato/,benign,0,1,benmeadowcroft.com,com,Identity Protection Service,2,1
spokeo.com/Mike+Burrows,benign,0,1,spokeo.com,com,WHOIS Lookup Failed,1,1
http://otomoto.pl/ciezarowe/EW4Hou_aN610rPsocimkJ_IuLBofatBy4b0MLqoh7Lf.B7/JOcK7gzdoyrcIT2176iLzhCz8UoPOGcT6Y1ax8FNTPf.l7,benign,0,1,otomoto.pl,pl,Unknown Owner,0,1
youtube.com/watch?v=FXWq7qMYB2s,benign,0,1,youtube.com,com,WHOIS Lookup Failed,1,1
cifstate.org/,benign,0,1,cifstate.org,org,"Domains By Proxy, LLC",1,1
nchsband.com/,benign,0,1,nchsband.com,com,Unknown Owner,0,1
tvguide.com/celebrities/peter-keleghan/169984,benign,0,1,tvguide.com,com,Unknown Owner,1,1
arstechnica.com/apple/news/2011/07/how-charlie-miller-discovered-the-apple-battery-hackhow-a-security-researcher-discovered-the-apple-battery-hack.ars,benign,0,1,arstechnica.com,com,Conde Nast Digital,1,1
blog.metmuseum.org/penandparchment/tag/hours-of-jeanne-devreux/,benign,0,1,blog.metmuseum.org,org,The Metropolitan Museum of Art,2,1
divacafe.net/,benign,0,1,divacafe.net,net,WHOIS Lookup Failed,2,1
archive.org/stream/lifeofmaryqueeno00headuoft/lifeofmaryqueeno00headuoft_djvu.txt,benign,0,1,archive.org,org,Internet Archive,1,1
http://buzzfil.net/article/5646/animaux/on-dirait-une-attaque-mais-la-realite-en-est-tout-autre-3.html?href=inner_website,benign,0,1,buzzfil.net,net,REDACTED FOR PRIVACY,1,1
http://portal.dddgaming.com/docs/rules/15022/cn/game_cn.html?amluMjAxNQ%3D%3D,malware,0,1,portal.dddgaming.com,com,Unknown Owner,0,4
manta.com/c/mmq1m7y/coldwell-banker-heart-america,benign,0,1,manta.com,com,WHOIS Lookup Failed,0,1
superpages.com/bp/Milford-OH/Cliff-Riley-Insurance-L0125750056.htm,benign,0,1,superpages.com,com,SuperMedia LLC,2,1
ideas.repec.org/e/ppe73.html,benign,0,1,ideas.repec.org,org,WHOIS Lookup Failed,3,1
http://www.school91.kiev.ua/index.php?option=com_content&view=category&layout=blog&id=38&Itemid=57,defacement,0,1,www.school91.kiev.ua,kiev.ua,Unknown Owner,1,3
flickr.com/photos/cornforthimages/5812399737/,benign,0,1,flickr.com,com,WHOIS Lookup Failed,0,1
http://djkatrina.ru/sobytiya/meropriyatiya/klub-prime-otkryvaetsya-posle-remonta-i-razdaet-podarki.html,defacement,0,1,djkatrina.ru,ru,Unknown Owner,0,3
national.citysearch.com/profile/45753728/vacaville_ca/fentons_creamery.html,benign,0,1,national.citysearch.com,com,WHOIS Lookup Failed,1,1
http://yourlust.com/videos/tight-euro-teen-anna-gets-properly-fucked-on-the-floor.html,benign,0,1,yourlust.com,com,WHOIS Lookup Failed,0,1
nytimes.com/pages/books/index.html,benign,0,1,nytimes.com,com,WHOIS Lookup Failed,1,1
legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=10372,benign,0,1,legendsofhockey.net,net,WHOIS Lookup Failed,4,1
http://szgs.ru/information-for-you/interesting-articles/13-2008-08-04-06-37-10.html,defacement,0,1,szgs.ru,ru,Unknown Owner,0,3
http://www.sandroecicero.com.br/index.php?option=com_content&view=article&id=1&Itemid=3&vsig1_0=18,defacement,0,1,www.sandroecicero.com.br,com.br,WHOIS Lookup Failed,2,3
homegain.com/local_real_estate/ND/argusville.html,benign,0,1,homegain.com,com,WHOIS Lookup Failed,1,1
http://9779.info/%E7%AE%80%E5%8D%95%E6%8A%98%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,0,1,9779.info,info,WHOIS Lookup Failed,0,4
http://noticias.uol.com.br/album/bbc/2015/04/01/obras-de-anel-rodoviario-de-r-68-bilhoes-afetam-rios-e-nascentes-em-sp.htm,benign,0,1,noticias.uol.com.br,com.br,WHOIS Lookup Failed,0,1
theglobeandmail.com/news/opinions/editorials/in-the-commons-the-kids-are-alright/article2011610/,benign,0,1,theglobeandmail.com,com,WHOIS Lookup Failed,2,1
bw.edu/athletics/fb/staff/grabowski/,benign,0,1,bw.edu,edu,WHOIS Lookup Failed,1,1
appieid-enable.com,phishing,0,1,appieid-enable.com,com,WHOIS Lookup Failed,3,2
fadsplymouth.com/,benign,0,1,fadsplymouth.com,com,WHOIS Lookup Failed,0,1
locatetv.com/tv/ellen-degeneres-show/1964142/episode-guide,benign,0,1,locatetv.com,com,WHOIS Lookup Failed,1,1
imdb.com/name/nm0769371/,benign,0,1,imdb.com,com,WHOIS Lookup Failed,0,1
scotborders-folk.org.uk/labels.htm,benign,0,1,scotborders-folk.org.uk,org.uk,WHOIS Lookup Failed,1,1
visa.ca/gvav/list2005.jsp?year=2005&curMonth=12,benign,0,1,visa.ca,ca,Unknown Owner,0,1
autopostoajax.com.br,phishing,0,1,autopostoajax.com.br,com.br,Unknown Owner,0,2
en.wikipedia.org/wiki/Party_of_One_(Peter_Elkas_album),benign,0,1,en.wikipedia.org,org,WHOIS Lookup Failed,2,1
http://kienthuc.net.vn/diem-thi/diem-chuan-dai-hoc-bach-khoa-ha-noi-nam-2014-487293.html,benign,0,1,kienthuc.net.vn,net.vn,Unknown Owner,2,1
http://pikabu.ru/tag/%D0%BC%D0%B8%D0%BD%D0%B8%D0%BC%D0%B0%D0%BB%D0%B8%D0%B7%D0%BC/hot,benign,0,1,pikabu.ru,ru,"Limited liability company ""Pikabu""",0,1
http://www.ekino-neureut.de/index.php?option=com_content&view=article&id=15&Itemid=15,defacement,0,1,www.ekino-neureut.de,de,Unknown Owner,4,3
http://www.rockabilly.it/gruppi/52-four-stars.html,defacement,0,1,www.rockabilly.it,it,Unknown Owner,0,3
http://www.rathgaelgym.org/squads/mag.1,defacement,0,1,www.rathgaelgym.org,org,GDPR Masked,1,3
absoluteastronomy.com/topics/Legion_of_Merit,benign,0,1,absoluteastronomy.com,com,REDACTED FOR PRIVACY,1,1
thaiairways.com/,benign,0,1,thaiairways.com,com,Identity Protection Service,0,1
famouspeople.com/famous_biographies/Lizzie_Stanton.htm,benign,0,1,famouspeople.com,com,Unknown Owner,2,1
triclopsband.com/,benign,0,1,triclopsband.com,com,WHOIS Lookup Failed,0,1
mp3raid.com/music/lo_key.html,benign,0,1,mp3raid.com,com,WHOIS Lookup Failed,0,1
amtrakcalifornia.com/index.cfm/routes/san-joaquin/,benign,0,1,amtrakcalifornia.com,com,WHOIS Lookup Failed,0,1
4martinique.com/,benign,0,1,4martinique.com,com,WHOIS Lookup Failed,1,1
http://apoiojur.com.br/index.php?%2FNoticias%2Fnoticias.html,defacement,0,1,apoiojur.com.br,com.br,WHOIS Lookup Failed,0,3
http://extratorrent.cc/torrent/4189694/Linux+User+%26+Developer+-+50+Critical+Fixes+%28Issue+152%2C+2015%29.html,benign,0,1,extratorrent.cc,cc,Unknown Owner,2,1
http://www.graz4u.at/de/produkte/187-high-level-e-mail-security.html,defacement,0,1,www.graz4u.at,at,Unknown Owner,0,3
dwaynemeisner.com/,benign,0,1,dwaynemeisner.com,com,Privacy service provided by Withheld for Privacy ehf,3,1
linkedin.com/pub/john-barkley/7/764/916,benign,0,1,linkedin.com,com,WHOIS Lookup Failed,1,1
flyershistory.com/cgi-bin/b-player.cgi?Bernie_Parent,benign,0,1,flyershistory.com,com,Unknown Owner,1,1
http://www.richpictures.co.uk/home/viewpost/232,defacement,0,1,www.richpictures.co.uk,co.uk,WHOIS Lookup Failed,1,3
topix.com/ca/montreal-qc-montreal-nord,benign,0,1,topix.com,com,WHOIS Lookup Failed,0,1
http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%BD%E5%8F%B6%E8%B4%B4%E7%94%BB/,malware,0,1,9779.info,info,WHOIS Lookup Failed,0,4
trssllc.com/,benign,0,1,trssllc.com,com,WHOIS Lookup Failed,0,1
allgame.com/game.php?id=39396,benign,0,1,allgame.com,com,WHOIS Lookup Failed,1,1
renerichardcollections.com/media.html,benign,0,1,renerichardcollections.com,com,WHOIS Lookup Failed,3,1
securityfirstinternationalholdings.com/,benign,0,1,securityfirstinternationalholdings.com,com,WHOIS Lookup Failed,2,1
factbites.com/topics/Leyte,benign,0,1,factbites.com,com,WHOIS Lookup Failed,1,1
car-stuff.com/pontiacgrandprixparts.htm,benign,0,1,car-stuff.com,com,WHOIS Lookup Failed,0,1
usa-people-search.com/Find-Steven-Schwartz-CO.aspx,benign,0,1,usa-people-search.com,com,WHOIS Lookup Failed,3,1
muhanovabeauty.ru,phishing,0,1,muhanovabeauty.ru,ru,WHOIS Lookup Failed,1,2
http://www.simmeurope.com/index.php?view=article&id=23:budget-economique-exploratoire-pour-lannee-2012&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=48,defacement,0,1,www.simmeurope.com,com,WHOIS Lookup Failed,2,3
en.wordpress.com/tag/j-pop/,benign,0,1,en.wordpress.com,com,WHOIS Lookup Failed,2,1
pinoyexchange.com/forums/archive/index.php/t-194687.html,benign,0,1,pinoyexchange.com,com,WHOIS Lookup Failed,2,1
classicflix.com/buster-keaton-shorts-collection-bluray-1920-1923-p-11169.html,benign,0,1,classicflix.com,com,WHOIS Lookup Failed,0,1
http://spplodz.nazwa.pl/archiwum/2006_08b.php,defacement,0,1,spplodz.nazwa.pl,pl,Unknown Owner,0,3
vodacom.co.za/,benign,0,1,vodacom.co.za,co.za,Unknown Owner,0,1
http://www.bertilohlsson.com/de/component/user/login?return=aHR0cDovL3d3dy5iZXJ0aWxvaGxzc29uLmNvbS9iaWxkZXJnYWxlcmllL2tsYXNzaXNjaGUtZG9zZW4vcnVuZGUtZm9ybT9sYW5nPWRl,defacement,0,1,www.bertilohlsson.com,com,REDACTED FOR PRIVACY,1,3
uwsuper.edu/alumni/halloffame/individuals.cfm,benign,0,1,uwsuper.edu,edu,Unknown Owner,2,1
http://www.besztercekk.hu/index.php?option=com_lr&view=stadium&id=1&Itemid=162,defacement,0,1,www.besztercekk.hu,hu,Unknown Owner,3,3
suite.tekora.com/i/philippecoupjambet,benign,0,1,suite.tekora.com,com,Unknown Owner,2,1
medicine.mcgill.ca/radiology/home_teachinghospitals.htm,benign,0,1,medicine.mcgill.ca,ca,Unknown Owner,2,1
http://gizmodo.com/one-year-after-the-first-snowden-leak-whats-really-cha-1586213046/all,benign,0,1,gizmodo.com,com,KELEOPS AG,0,1
jbmfilms.com/,benign,0,1,jbmfilms.com,com,WHOIS Lookup Failed,0,1
http://www.manganellipalace.it/de/willkommen-bei.html,defacement,0,1,www.manganellipalace.it,it,WHOIS Lookup Failed,2,3
en.wikipedia.org/wiki/Southeast_High_School_(Kansas_City%2C_Missouri),benign,0,1,en.wikipedia.org,org,WHOIS Lookup Failed,2,1
infopig.com/news/12-08-2009.html,benign,0,1,infopig.com,com,WHOIS Lookup Failed,0,1
http://uproxx.com/dimemag/2015/05/lebron-instagram-like-wants-to-leave-school-to-be-model-she-shouldnt/,benign,0,1,uproxx.com,com,Unknown Owner,0,1
linkedin.com/pub/tim-stepanski/18/319/149,benign,0,1,linkedin.com,com,WHOIS Lookup Failed,1,1
deafresources.info/,benign,0,1,deafresources.info,info,Unknown Owner,3,1
http://web.tv/liveCategory/17/language/1/index/changeLanguage/newshared/searchAutoComplete,benign,0,1,web.tv,tv,"Registry Services, LLC, REDACTED FOR PRIVACY",1,1
juggle.com/gary-pettis,benign,0,1,juggle.com,com,Unknown Owner,1,1
weather.noaa.gov/weather/TX_cc_us.html,benign,0,1,weather.noaa.gov,gov,REDACTED FOR PRIVACY,2,1
http://www.sikobv.eu/nl/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5zaWtvYnYuZXUvbmwvY29tcG9uZW50L2NvbnRlbnQvYXJ0aWNsZS8yLXZvb3JwYWdpbmEtdGFiLzI0MC1kZWxvLW5ldy1jYXJ0cmlkZ2Utc3lzdGVtLmh0bWw=,defacement,0,1,www.sikobv.eu,eu,Unknown Owner,1,3
http://midas-medical.com/products/electrocardiographecg/cardio-max-series/cardio-max-cm-03c/index.html,defacement,0,1,midas-medical.com,com,Unknown Owner,1,3
rcarpe95.beget.tech,phishing,0,1,rcarpe95.beget.tech,tech,Beget LLC,4,2
answers.com/topic/the-northern-pikes,benign,0,1,answers.com,com,"Whois Privacy Protection Service, Inc.",1,1
http://www.kommunalbit.de/index.php?option=com_content&view=section&id=5&Itemid=14,defacement,0,1,www.kommunalbit.de,de,Unknown Owner,1,3
http://www.galerie-unterm-maulbeerbaum.de/index.php?option=com_content&view=article&id=58&Itemid=57,defacement,0,1,www.galerie-unterm-maulbeerbaum.de,de,Unknown Owner,6,3
